STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,SECTOR,Institutional sector,STANDARD_REVENUE,Revenue category,CTRY_SPECIFIC_REVENUE,Country-specific revenue category,UNIT_MEASURE,Unit of measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,REVENUE_CODE,Revenue code,DECIMALS,Decimals,CURRENCY,Currency
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4300,"Estate, inheritance and gift taxes",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1990,,0.056,,A,Normal value,0,Units,4300,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4300,"Estate, inheritance and gift taxes",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1991,,0.061,,A,Normal value,0,Units,4300,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4300,"Estate, inheritance and gift taxes",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1992,,0.075,,A,Normal value,0,Units,4300,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4300,"Estate, inheritance and gift taxes",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1993,,0.06,,A,Normal value,0,Units,4300,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4300,"Estate, inheritance and gift taxes",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1994,,0.055,,A,Normal value,0,Units,4300,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4300,"Estate, inheritance and gift taxes",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1995,,0.046,,A,Normal value,0,Units,4300,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4300,"Estate, inheritance and gift taxes",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1996,,0.049,,A,Normal value,0,Units,4300,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4300,"Estate, inheritance and gift taxes",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1997,,0.048,,A,Normal value,0,Units,4300,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4300,"Estate, inheritance and gift taxes",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1998,,0.053,,A,Normal value,0,Units,4300,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4300,"Estate, inheritance and gift taxes",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1999,,0.059,,A,Normal value,0,Units,4300,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4300,"Estate, inheritance and gift taxes",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2000,,0.052,,A,Normal value,0,Units,4300,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4300,"Estate, inheritance and gift taxes",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2001,,0.075,,A,Normal value,0,Units,4300,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4300,"Estate, inheritance and gift taxes",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2002,,0.065,,A,Normal value,0,Units,4300,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4300,"Estate, inheritance and gift taxes",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2003,,0.068,,A,Normal value,0,Units,4300,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4300,"Estate, inheritance and gift taxes",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2004,,0.064,,A,Normal value,0,Units,4300,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4300,"Estate, inheritance and gift taxes",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2005,,0.055,,A,Normal value,0,Units,4300,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4300,"Estate, inheritance and gift taxes",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2006,,0.049,,A,Normal value,0,Units,4300,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4300,"Estate, inheritance and gift taxes",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2007,,0.055,,A,Normal value,0,Units,4300,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4300,"Estate, inheritance and gift taxes",_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2008,,0.046,,A,Normal value,0,Units,4300,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4500,Other non-recurrent taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2008,,0.002,,A,Normal value,0,Units,4500,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4200,Recurrent taxes on net wealth,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2000,,0.001,,A,Normal value,0,Units,4200,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUS,Australia,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2019,,1.703,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUS,Australia,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2020,,1.65,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUS,Australia,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2021,,1.565,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUS,Australia,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2022,,1.569,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1990,,0.258,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1991,,0.242,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1992,,0.264,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1993,,0.266,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1994,,0.263,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1995,,0.259,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1996,,0.259,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1997,,0.256,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1998,,0.253,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1999,,0.253,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2000,,0.246,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2001,,0.247,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2002,,0.245,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2003,,0.249,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2004,,0.243,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2005,,0.239,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2006,,0.229,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2007,,0.22,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4100,Recurrent taxes on immovable property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2008,,0.222,,A,Normal value,0,Units,4100,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1990,,1.071,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1991,,1.089,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1992,,1.118,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1993,,1.083,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1994,,0.654,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1995,,0.612,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1996,,0.607,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1997,,0.576,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1998,,0.572,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,1999,,0.573,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2000,,0.565,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2001,,0.57,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2002,,0.532,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2003,,0.545,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2004,,0.54,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2005,,0.541,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2006,,0.564,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2007,,0.554,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUS,Australia,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2020,,2.849,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUS,Australia,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2019,,2.72,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUS,Australia,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2021,,3.178,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUS,Australia,TAX_REV,Tax revenue,S13,General government,T_4000,Taxes on property,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2022,,2.728,,A,Normal value,0,Units,4000,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUS,Australia,TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2020,,28.251,,A,Normal value,0,Units,TOTALTAX,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUS,Australia,TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2021,,29.155,,A,Normal value,0,Units,TOTALTAX,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUS,Australia,TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2022,,29.398,,A,Normal value,0,Units,TOTALTAX,,1,One,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_REV_COMP_GLOBAL@DF_RSGLOBAL(1.1),Comparative tables of countries in the global database,I,AUT,Austria,TAX_REV,Tax revenue,S13,General government,_T,Total tax revenue,_T,Total,PT_B1GQ,Percentage of GDP,A,Annual,2007,,40.548,,A,Normal value,0,Units,TOTALTAX,,1,One,_Z,Not applicable
